reconciliation_owner_status,remittance_advice_remark_code,remittance_advice_remark_code_description,claim_adjustment_reason_code,claim_adjustment_reason_code_description,no_approved_resubmissions,list_approved_resubmissions,no_rejected_resubmissions,list_rejected_resubmissions,no_denied_resubmissions,list_denied_resubmissions,no_partially_denied_resubmissions,list_partially_denied_resubmissions,unworked_claims_count,unworked_claims_list
SITE_RESPONSIBILITY,N807,Payment adjustment based on the Merit-based Incentive Payment System (MIPS).,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},2,"{483771,540166}",0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,N851,Payment reduced because services were furnished by a therapy assistant.,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",5,"{250775,314853,349032,494740,496060,null}",10,"{325301,345534,345535,348730,348904,348908,348918,511207,540462,554426,null}",12,"{310711,314853,349490,351589,355745,420155,502792,560189,560487,608094,608097,608103,null}",9,"{250875,310017,310503,310612,310613,310620,314857,314861,560189,null}",0,""
NON_WORKABLE,N851,Payment reduced because services were furnished by a therapy assistant.,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",6,"{310617,483982,483987,484006,484007,507207,null}",9,"{325300,370614,370617,370618,370862,370863,370864,484004,540506,null}",27,"{348929,348941,348943,348952,349445,350859,353224,355744,355746,355747,355748,355761,355769,355775,355777,370918,370919,424613,424614,424615,483990,540024,540069,540120,540411,540416,540436}",5,"{310617,314862,350552,506888,507205,null}",0,""
SITE_RESPONSIBILITY,N851,Payment reduced because services were furnished by a therapy assistant.,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",5,"{483997,483998,484001,484002,484005}",0,{null},1,"{484003,null}",1,"{484000,null}",0,""
ATHELAS_RESPONSIBILITY,N88,"Alert: This payment is being made conditionally. An HHA episode of care notice has been filed for this patient. When a patient is treated under a HHA episode of care, consolidated billing requires that certain therapy services and supplies, such as this, be included in the HHA's payment. This payment will need to be recouped from you if we establish that the patient is concurrently receiving treatment under a HHA episode of care.",59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},0,{null},3,"{287433,287437,287438}",4,"{471418,496414,555429,571867}"
NON_WORKABLE,N88,"Alert: This payment is being made conditionally. An HHA episode of care notice has been filed for this patient. When a patient is treated under a HHA episode of care, consolidated billing requires that certain therapy services and supplies, such as this, be included in the HHA's payment. This payment will need to be recouped from you if we establish that the patient is concurrently receiving treatment under a HHA episode of care.",59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,{181158},0,{null},0,{null},0,{null},3,"{130283,146375,187701}"
SITE_RESPONSIBILITY,N88,"Alert: This payment is being made conditionally. An HHA episode of care notice has been filed for this patient. When a patient is treated under a HHA episode of care, consolidated billing requires that certain therapy services and supplies, such as this, be included in the HHA's payment. This payment will need to be recouped from you if we establish that the patient is concurrently receiving treatment under a HHA episode of care.",59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},2,"{483771,540166}",0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,,,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",64,"{72884,72907,108354,108373,130767,145584,175884,178028,178670,202401,204754,217941,217948,217962,218009,218011,218031,218033,220812,231808,232973,241103,250772,250775,273857,314856,318612,337151,358845,396045,401349,401361,401374,401379,401387,401394,401398,401399,437680,483986,496050,496051,496053,496054,496055,496056,496057,496058,547852,557267,562860,562861,570825,570828,594743,603102,603187,603199,603201,603298,603299,603300,603339,603345,null}",9,"{169411,238680,348732,370743,462567,505763,547867,547877,570986,null}",37,"{133097,133135,133850,133855,137810,137833,170564,181139,196492,216267,218012,218444,248048,249873,315828,318269,330506,330694,332238,344250,344251,345490,370917,396023,401377,401393,420320,485618,519442,519447,519448,519449,519467,554254,584332,608102,618228,null}",30,"{130767,149544,232079,249434,250868,254652,314854,314855,314856,314859,314863,401359,483984,492829,494125,494184,494276,494412,494466,494567,519452,519453,519454,519466,519468,519470,523067,566263,605714,605717,null}",0,""
NON_WORKABLE,,,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",5,"{130766,178666,481381,483982,483987,null}",7,"{311204,319965,319966,366506,484004,511840,577768,null}",19,"{102790,211413,226584,317532,330501,332412,344331,349448,350275,483817,494504,494512,494688,494816,495060,543330,548663,548715,548755,null}",9,"{130763,130764,130765,131431,143268,143710,314860,314864,350545,null}",0,""
SITE_RESPONSIBILITY,,,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",7,"{170057,178671,240837,240838,240839,466487,466488,null}",1,"{228315,null}",9,"{164649,214988,254015,273858,330502,330503,330504,330585,437418,null}",6,"{232086,484000,493909,494040,494067,494068,null}",0,""
NON_WORKABLE,NO_RARC,Placeholder RARC,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{246870}
ATHELAS_RESPONSIBILITY,,,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",7,"{33369,39230,64196,64228,64361,64946,133960}"
NON_WORKABLE,,,59,"Processed based on multiple or concurrent procedure rules. (For example multiple surgery or diagnostic imaging, concurrent anesthesia.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",10,"{67926,85965,157492,214154,214598,215480,246870,256370,281974,296643}"
ATHELAS_RESPONSIBILITY,N129,Not eligible due to the patient's age.,6,"The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{240340,502841}",0,{null},0,""
SITE_RESPONSIBILITY,N129,Not eligible due to the patient's age.,6,"The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",2,"{9487,28083}"
ATHELAS_RESPONSIBILITY,,,6,"The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{499096}
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,6,"The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{402322},0,{null},0,""
ATHELAS_RESPONSIBILITY,,,6,"The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",3,"{142152,164754,602032,null}",1,"{312809,null}",10,"{166705,246030,336068,464028,502800,502818,502845,502870,560492,602034,null}",5,"{462449,502785,502821,502847,560528,null}",0,""
NON_WORKABLE,,,6,"The procedure/revenue code is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{238622,577418}",1,"{229647,null}",0,""
ATHELAS_RESPONSIBILITY,,,7,"The procedure/revenue code is inconsistent with the patient's gender. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},3,"{589231,589254,589281}",0,{null},0,{null},0,""
SITE_RESPONSIBILITY,N517,Resubmit a new claim with the requested information.,7,"The procedure/revenue code is inconsistent with the patient's gender. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{550519}
ATHELAS_RESPONSIBILITY,,,7,"The procedure/revenue code is inconsistent with the patient's gender. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{608240}
SITE_RESPONSIBILITY,,,7,"The procedure/revenue code is inconsistent with the patient's gender. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{550519}
ATHELAS_RESPONSIBILITY,,,721,Treatment deviates from guidelines without securing a variance,0,"",0,"",0,"",0,"",3,"{531854,541106,557799}"
SITE_RESPONSIBILITY,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,76,Disproportionate Share Adjustment.,0,"",0,"",0,"",0,"",1,{77956}
SITE_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,76,Disproportionate Share Adjustment.,0,"",0,"",0,"",0,"",1,{77956}
SITE_RESPONSIBILITY,N448,This drug/service/supply is not included in the fee schedule or contracted/legislated fee arrangement.,76,Disproportionate Share Adjustment.,0,"",0,"",0,"",0,"",1,{77956}
ATHELAS_RESPONSIBILITY,,,790,This bill was reviewed using the New York medical fee schedule,0,"",0,"",0,"",0,"",3,"{541025,557776,562051}"
NON_WORKABLE,MA92,Missing plan information for other insurance.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{137926}
NON_WORKABLE,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",4,"{137919,137926,146120,148055}"
SITE_RESPONSIBILITY,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{146182}
NON_WORKABLE,N30,Patient ineligible for this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",4,"{137919,137926,146120,148055}"
SITE_RESPONSIBILITY,N30,Patient ineligible for this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{146182}
ATHELAS_RESPONSIBILITY,N418,Misrouted claim. See the payer's claim submission instructions.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{618493}
ATHELAS_RESPONSIBILITY,N95,This provider type/provider specialty may not bill this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",3,"{204843,539802,539808,null}",3,"{348904,348908,348918,null}",16,"{146632,146634,146635,204766,204837,204847,241902,241904,320638,322685,333733,333734,498717,498724,498731,539810,null}",0,{null},4,"{539810,618493,621597,621656}"
NON_WORKABLE,N95,This provider type/provider specialty may not bill this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",5,"{137919,137926,146120,148055,463212}"
SITE_RESPONSIBILITY,N95,This provider type/provider specialty may not bill this service.,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,{204853},0,{null},1,{204856},0,{null},2,"{146182,509100}"
ATHELAS_RESPONSIBILITY,,,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{155950,null}",2,"{164792,166631,null}",4,"{129179,138653,190505,501593,null}",1,"{132740,null}",0,""
NON_WORKABLE,,,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},2,"{22696,129132}",0,{null},0,""
SITE_RESPONSIBILITY,,,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,{null},0,{null},1,{129176},0,{null},0,""
ATHELAS_RESPONSIBILITY,,,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{163826}
NON_WORKABLE,,,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{18123}
SITE_RESPONSIBILITY,,,8,"The procedure code is inconsistent with the provider type/specialty (taxonomy). Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",2,"{129176,143684}"
ATHELAS_RESPONSIBILITY,,,86,Statutory Adjustment.,0,"",0,"",0,"",0,"",1,{463623}
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,838,No description provided.,0,{null},0,{null},1,{531346},0,{null},0,""
NON_WORKABLE,M97,Not paid to practitioner when provided to patient in this place of service. Payment included in the reimbursement issued the facility.,89,Professional fees removed from charges.,1,{151959},0,{null},0,{null},0,{null},0,""
SITE_RESPONSIBILITY,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{73080}
SITE_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{73080}
ATHELAS_RESPONSIBILITY,N517,Resubmit a new claim with the requested information.,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",1,"{235043,null}",0,{null},2,"{235128,502825}",0,{null},0,""
SITE_RESPONSIBILITY,N517,Resubmit a new claim with the requested information.,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{58806}
SITE_RESPONSIBILITY,,,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",3,"{162483,170943,544736}"
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",9,"{536830,536831,536833,536834,536835,536919,536935,546280,546281}",1,"{539864,null}",3,"{340597,340599,539991,null}",0,{null},0,""
ATHELAS_RESPONSIBILITY,,,9,"The diagnosis is inconsistent with the patient's age. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",17,"{324288,536816,536817,536830,536831,536833,536834,536835,536919,536935,536936,536937,539877,539879,546278,546280,546281,null}",1,"{539875,null}",8,"{321514,340597,340599,340600,451414,502852,546957,546966,null}",3,"{324287,340793,509170,null}",0,""
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,91,Dispensing fee adjustment.,0,{null},0,{null},1,"{88427,null}",4,"{107169,109698,178825,178829}",0,""
ATHELAS_RESPONSIBILITY,M115,This item is denied when provided to this patient by a non-contract or non-demonstration supplier.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",1,{635863}
ATHELAS_RESPONSIBILITY,M135,Missing/incomplete/invalid plan of treatment.,94,Processed in Excess of charges.,0,{null},0,{null},0,{null},1,{47740},0,""
ATHELAS_RESPONSIBILITY,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,94,Processed in Excess of charges.,12,"{77966,79836,79839,79931,79942,79953,79988,479867,479910,515102,523071,570911,null}",7,"{514593,514815,514839,523210,549413,549434,549626,null}",35,"{46431,49019,49022,78025,78027,78030,79822,79828,79829,79830,79834,79843,79846,79847,79849,79851,79855,79858,79896,79899,79907,79909,79915,79917,79919,79922,79924,79926,79957,79969,79970,79987,80000,531358,531383,null}",11,"{45326,58849,60564,77977,77978,79826,79895,79911,79936,79940,79983,null}",0,""
NON_WORKABLE,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,94,Processed in Excess of charges.,1,"{548930,null}",1,"{511450,null}",10,"{47745,70209,78021,78024,79996,94534,138915,153651,153670,324764}",1,"{47745,null}",2,"{380306,380307}"
SITE_RESPONSIBILITY,M15,Separately billed services/tests have been bundled as they are considered components of the same procedure. Separate payment is not allowed.,94,Processed in Excess of charges.,5,"{138886,138975,138982,139079,479045,null}",0,{null},5,"{131554,138823,138852,138860,138865,null}",0,{null},1,{177948}
ATHELAS_RESPONSIBILITY,M80,Not covered when performed during the same session/date as a previously processed service for the patient.,94,Processed in Excess of charges.,0,{null},0,{null},1,{78025},0,{null},0,""
ATHELAS_RESPONSIBILITY,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,94,Processed in Excess of charges.,0,{null},0,{null},1,{485080},0,{null},0,""
NON_WORKABLE,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",7,"{488507,576428,576429,576430,576431,576432,578618}"
SITE_RESPONSIBILITY,N130,Consult plan benefit documents/guidelines for information about restrictions for this service.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",3,"{97747,105099,177948}"
ATHELAS_RESPONSIBILITY,N19,Procedure code incidental to primary procedure.,94,Processed in Excess of charges.,1,{151642},0,{null},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,N206,The supporting documentation does not match the information sent on the claim.,94,Processed in Excess of charges.,1,"{134829,null}",0,{null},18,"{112216,112387,135478,135618,440264,440271,440272,440275,440306,440360,440366,440397,493948,493965,493970,560365,560367,560370}",0,{null},0,""
NON_WORKABLE,N206,The supporting documentation does not match the information sent on the claim.,94,Processed in Excess of charges.,1,{560393},0,{null},1,{475889},0,{null},0,""
ATHELAS_RESPONSIBILITY,N362,The number of Days or Units of Service exceeds our acceptable maximum.,94,Processed in Excess of charges.,6,"{79836,79839,79931,79942,79953,79988,null}",0,{null},30,"{46431,78027,78030,79822,79828,79829,79830,79834,79843,79846,79847,79849,79851,79855,79858,79896,79899,79907,79909,79915,79917,79919,79922,79924,79926,79957,79969,79970,79987,80000}",4,"{79826,79911,79936,79940,null}",0,""
NON_WORKABLE,N362,The number of Days or Units of Service exceeds our acceptable maximum.,94,Processed in Excess of charges.,0,{null},0,{null},5,"{70209,78021,78024,79996,94534}",0,{null},0,""
ATHELAS_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,94,Processed in Excess of charges.,1,{141872},0,{null},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,N418,Misrouted claim. See the payer's claim submission instructions.,94,Processed in Excess of charges.,3,"{233398,233422,233425,null}",0,{null},1,"{485080,null}",0,{null},9,"{22981,509200,509202,509209,509212,509216,509219,509226,509229}"
NON_WORKABLE,N418,Misrouted claim. See the payer's claim submission instructions.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",7,"{488507,576428,576429,576430,576431,576432,578618}"
ATHELAS_RESPONSIBILITY,N465,Missing Physical Therapy Notes/Report.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",1,{427324}
ATHELAS_RESPONSIBILITY,N517,Resubmit a new claim with the requested information.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",2,"{427324,483158}"
ATHELAS_RESPONSIBILITY,N572,This procedure is not payable unless appropriate non-payable reporting codes and associated modifiers are submitted.,94,Processed in Excess of charges.,0,{null},0,{null},1,{570759},0,{null},0,""
SITE_RESPONSIBILITY,N572,This procedure is not payable unless appropriate non-payable reporting codes and associated modifiers are submitted.,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",3,"{61751,61799,100783}"
ATHELAS_RESPONSIBILITY,N702,Decision based on review of previously adjudicated claims or for claims in process for the same/similar type of services.,94,Processed in Excess of charges.,6,"{79836,79839,79942,79953,79988,570911,null}",0,{null},6,"{79899,79915,79919,79924,79926,79970,null}",3,"{79826,79936,79940,null}",0,""
NON_WORKABLE,N702,Decision based on review of previously adjudicated claims or for claims in process for the same/similar type of services.,94,Processed in Excess of charges.,1,"{548930,null}",1,"{511450,null}",4,"{78021,79996,153670,324764,null}",1,"{296727,null}",2,"{427115,427475}"
SITE_RESPONSIBILITY,N702,Decision based on review of previously adjudicated claims or for claims in process for the same/similar type of services.,94,Processed in Excess of charges.,4,"{138886,138975,138982,139079}",0,{null},0,{null},0,{null},0,""
ATHELAS_RESPONSIBILITY,,,94,Processed in Excess of charges.,16,"{54136,54182,91432,134829,141872,151642,204754,245656,271112,271113,479867,479910,515102,533184,540999,541000,null}",28,"{466802,479124,479130,479141,479152,479164,479281,479360,479487,509277,509278,523210,533185,540998,549006,549010,549015,549626,580098,594969,595003,596933,596934,596939,596940,596941,596943,596944,null}",86,"{112216,112387,132119,134653,134706,134735,134891,134944,134970,135120,135127,135218,135305,135478,135522,135618,359379,440264,440271,440272,440275,440306,440318,440347,440352,440360,440366,440368,440374,440378,440382,440385,440387,440393,440395,440397,440399,440401,440404,440437,475881,475882,484349,493341,493342,493345,493346,493348,493351,493948,493963,493965,493970,493974,493988,493998,494001,494008,494024,494037,494039,494051,494058,494802,496859,531358,531381,531383,554678,554679,560362,560365,560367,560368,560370,560373,560374,560375,560376,560377,560379,560397,560398,560399,564225,577791,null}",5,"{271107,271108,271109,271110,271111,null}",0,""
NON_WORKABLE,,,94,Processed in Excess of charges.,3,"{90297,560393,560396,null}",1,"{514726,null}",11,"{22696,91431,94810,129132,132149,147033,147516,475889,493343,494816,557806,null}",1,"{58520,null}",0,""
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",1,{328181}
NON_WORKABLE,NO_RARC,Placeholder RARC,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",1,{301540}
ATHELAS_RESPONSIBILITY,,,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",1,{580534}
NON_WORKABLE,,,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",3,"{18123,28428,28442}"
SITE_RESPONSIBILITY,,,94,Processed in Excess of charges.,0,"",0,"",0,"",0,"",3,"{526305,541225,568546}"
ATHELAS_RESPONSIBILITY,N23,Alert: Patient liability may be affected due to coordination of benefits with other carriers and/or maximum benefit provisions.,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",1,{65050}
ATHELAS_RESPONSIBILITY,N381,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",1,{65050}
ATHELAS_RESPONSIBILITY,N58,Missing/incomplete/invalid patient liability amount.,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",1,{65050}
ATHELAS_RESPONSIBILITY,N584,Not covered based on the insured's noncompliance with policy or statutory conditions.,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",2,"{66206,581496}"
SITE_RESPONSIBILITY,N584,Not covered based on the insured's noncompliance with policy or statutory conditions.,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",4,"{578727,607922,621519,621537}"
ATHELAS_RESPONSIBILITY,N630,Referral not authorized by attending physician.,95,Plan procedures not followed.,1,"{264559,null}",0,{null},1,"{562069,null}",0,{null},5,"{264559,264561,264562,264563,589024}"
NON_WORKABLE,N630,Referral not authorized by attending physician.,95,Plan procedures not followed.,1,{59712},0,{null},1,{66103},0,{null},0,""
SITE_RESPONSIBILITY,N630,Referral not authorized by attending physician.,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",5,"{29273,29277,40255,40313,49266}"
ATHELAS_RESPONSIBILITY,,,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",1,{256695}
SITE_RESPONSIBILITY,,,95,Plan procedures not followed.,0,"",0,"",0,"",0,"",3,"{578920,578954,579198}"
ATHELAS_RESPONSIBILITY,NO_RARC,Placeholder RARC,95,Plan procedures not followed.,0,{null},1,{390854},0,{null},1,{391001},0,""
ATHELAS_RESPONSIBILITY,M115,This item is denied when provided to this patient by a non-contract or non-demonstration supplier.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{61323}
SITE_RESPONSIBILITY,M115,This item is denied when provided to this patient by a non-contract or non-demonstration supplier.,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",5,"{99742,151441,184569,195425,508277}"
ATHELAS_RESPONSIBILITY,M119,Missing/incomplete/invalid/ deactivated/withdrawn National Drug Code (NDC).,96,"Non-covered charge(s). At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",0,"",0,"",0,"",0,"",1,{80854}
